buildingid X Y Z
398 1008.75 710.49 5
398 1009.64 719.46 5
398 1036.12 717.17 5
399 1003.02 720.83 5
399 1002.42 712.08 5
399 988.75 713.07 5
399 989.45 721.82 5
399 1003.02 720.83 5
400 1041.74 736.34 6
400 1040.63 726.05 6
400 988.37 731.83 6
400 989.48 742.12 6
400 1041.74 736.34 6
401 1050.49 758.99 6
401 1049.08 748.26 6
401 996.56 754.93 6
401 997.97 765.66 6
401 1050.49 758.99 6
402 1054.66 780.63 6
402 1052.83 768.47 6
402 1005.62 774.58 6
402 1007.45 786.74 6
402 1054.66 780.63 6
403 1051.97 794.9 5
403 1050.95 788.15 5
403 1035.88 790.51 5
403 1036.91 797.25 5
403 1051.97 794.9 5
404 1056.11 793.03 5
404 1054.83 787.4 5
404 1051.42 788.14 5
404 1052.61 793.77 5
404 1056.11 793.03 5
405 1054.83 787.4 5
405 1056.11 793.03 5
405 1060.75 792.03 5
405 1059.56 786.29 5
405 1054.83 787.4 5
406 989.03 746.9 5
406 987.18 733.85 5
406 983.96 734.26 5
406 984.19 736.03 5
406 975 737.24 5
406 976.62 748.63 5
406 989.03 746.9 5
407 991.19 753.28 5
407 990.59 748.42 5
407 983.29 749.25 5
407 983.89 754.23 5
407 991.19 753.28 5
408 997.3 769.12 5
408 995.83 756.17 5
408 984.26 757.44 5
408 985.73 770.39 5
408 997.3 769.12 5
409 982.11 770.25 5
409 979.91 754.77 5
409 975.17 755.44 5
409 977.37 770.92 5
409 982.11 770.25 5
410 976.11 766.17 5
410 974.9 755.89 5
410 968.83 756.58 5
410 970.04 766.87 5
410 976.11 766.17 5
411 984.19 758.55 5
411 983.25 751.25 5
411 980.69 751.53 5
411 981.06 755.08 5
411 980.3 755.2 5
411 980.78 758.96 5
411 984.19 758.55 5
412 984.04 778.86 5
412 983.39 771.88 5
412 976.08 772.61 5
412 978.29 795.97 5
412 981.9 795.66 5
412 980.34 779.17 5
412 984.04 778.86 5
413 991.33 800.1 5
413 990.61 794.35 5
413 983.5 795.18 5
413 984.22 800.93 5
413 991.33 800.1 5
414 1006.16 796.2 5
414 1005.05 789.57 5
414 991.4 791.78 5
414 992.52 798.41 5
414 1006.16 796.2 5
415 1003.02 788.29 5
415 1001.31 777.34 5
415 993.92 778.51 5
415 995.63 789.46 5
415 1003.02 788.29 5
416 988.55 791.62 5
416 985.41 780.49 5
416 981.25 781.48 5
416 983.92 792.73 5
416 988.55 791.62 5
417 985.41 780.49 5
417 988.55 791.62 5
417 995.07 790.14 5
417 992.41 778.88 5
417 985.41 780.49 5
418 999.97 777.04 5
418 999.29 772.62 5
418 993.7 773.42 5
418 994.38 777.84 5
418 999.97 777.04 5
419 1100.11 847.9 5
419 1096.54 838.55 5
419 1079.78 844.94 5
419 1083.34 854.28 5
419 1100.11 847.9 5
420 1115.74 841.65 5
420 1111.57 831.1 5
420 1097.07 836.76 5
420 1101.24 847.31 5
420 1115.74 841.65 5
421 1081.69 852.88 5
421 1078.25 844.64 5
421 1056.6 853.7 5
421 1060.05 861.93 5
421 1081.69 852.88 5
422 1059.61 863.72 5
422 1055.48 854.5 5
422 1050.21 856.84 5
422 1054.35 866.06 5
422 1059.61 863.72 5
423 1054.19 867.51 5
423 1049.2 861.97 5
423 1040 870.28 5
423 1044.99 875.82 5
423 1054.19 867.51 5
424 1048.02 860.44 5
424 1043.12 854.46 5
424 1034.73 861.31 5
424 1039.64 867.3 5
424 1048.02 860.44 5
425 1045.06 852.19 5
425 1041.52 843.96 5
425 1038.41 845.25 5
425 1041.95 853.49 5
425 1045.06 852.19 5
426 1049.44 848.87 5
426 1045.35 841.31 5
426 1042.07 843.06 5
426 1046.16 850.61 5
426 1049.44 848.87 5
427 1060.35 851.28 5
427 1055.03 840.53 5
427 1047.52 844.26 5
427 1049.92 849.08 5
427 1044.94 851.53 5
427 1047.85 857.45 5
427 1060.35 851.28 5
428 1065.05 849.39 5
428 1059.17 838.55 5
428 1055.51 840.52 5
428 1061.39 851.36 5
428 1065.05 849.39 5
429 1077.16 842.89 5
429 1072.86 834.78 5
429 1061.51 840.82 5
429 1065.8 848.93 5
429 1077.16 842.89 5
430 1083 836.87 5
430 1078.9 829.21 5
430 1072.8 832.46 5
430 1076.9 840.13 5
430 1083 836.87 5
431 1095.78 834.69 5
431 1091.77 826.46 5
431 1080.77 831.71 5
431 1084.79 839.94 5
431 1095.78 834.69 5
432 1105.69 828.02 5
432 1103.66 822.85 5
432 1099.05 824.74 5
432 1096.26 819.7 5
432 1090.79 821.83 5
432 1096.88 836.66 5
432 1101.58 834.77 5
432 1099.86 830.37 5
432 1105.69 828.02 5
433 1091.72 824.47 5
433 1087.61 816.46 5
433 1081.7 819.49 5
433 1085.8 827.49 5
433 1091.72 824.47 5
434 1041.16 852.4 5
434 1037.44 844.5 5
434 1029.17 848.46 5
434 1032.99 856.36 5
434 1041.16 852.4 5
435 1033.48 845.7 5
435 1031.09 841.65 5
435 1025.84 844.44 5
435 1028.04 848.6 5
435 1033.48 845.7 5
436 1031.09 841.65 5
436 1033.48 845.7 5
436 1038.55 843.03 5
436 1036.35 838.86 5
436 1031.09 841.65 5
437 1046.36 839.85 5
437 1042.1 829.19 5
437 1034.56 832.14 5
437 1038.83 842.8 5
437 1046.36 839.85 5
438 1055.47 839.08 5
438 1054.73 835.99 5
438 1046.51 838.07 5
438 1047.25 841.16 5
438 1055.47 839.08 5
439 1052.41 834.49 5
439 1049.63 826.35 5
439 1043.22 828.5 5
439 1045.99 836.64 5
439 1052.41 834.49 5
440 1060.56 833.3 5
440 1058.17 825.37 5
440 1050.99 827.54 5
440 1053.38 835.47 5
440 1060.56 833.3 5
441 1067.3 833.14 5
441 1064.45 825.78 5
441 1059.27 827.78 5
441 1062.12 835.15 5
441 1067.3 833.14 5
442 1070.46 822.64 5
442 1073.6 830.11 5
442 1074 831.1 5
442 1078.99 828.98 5
442 1075.04 819.54 5
442 1070.06 821.65 5
442 1070.46 822.64 5
443 1073.6 830.11 5
443 1070.46 822.64 5
443 1065.37 824.53 5
443 1068.23 832.12 5
443 1073.6 830.11 5
444 1082.62 822.02 5
444 1080.5 817.3 5
444 1076.08 819.29 5
444 1078.2 824.01 5
444 1082.62 822.02 5
445 1032.87 833.07 5
445 1028.16 823.64 5
445 1021.31 827.02 5
445 1026.02 836.45 5
445 1032.87 833.07 5
446 1024.66 835.48 5
446 1018.83 826.85 5
446 1012.47 831.11 5
446 1018.3 839.73 5
446 1024.66 835.48 5
447 1019.85 825.72 5
447 1018.77 820.86 5
447 1009.41 822.86 5
447 1010.39 827.72 5
447 1019.85 825.72 5
448 1042.06 827.75 5
448 1038.02 818.52 5
448 1030.21 821.92 5
448 1034.16 831.15 5
448 1042.06 827.75 5
449 1051.22 825.09 5
449 1048.13 815.96 5
449 1039.83 818.7 5
449 1042.92 827.84 5
449 1051.22 825.09 5
450 1058.62 824.36 5
450 1056.22 816.21 5
450 1050.56 817.89 5
450 1052.95 826.05 5
450 1058.62 824.36 5
451 1067.31 822.16 5
451 1064.3 812.13 5
451 1056.56 814.54 5
451 1060.29 826.65 5
451 1064.82 825.21 5
451 1064.2 823.12 5
451 1067.31 822.16 5
452 1075.02 818.65 5
452 1072.24 810.28 5
452 1065.45 812.66 5
452 1068.23 820.92 5
452 1075.02 818.65 5
453 1009.04 819.76 5
453 1007.35 809.37 5
453 1001.58 810.4 5
453 1002.93 818.57 5
453 999.9 819.09 5
453 1000.67 823.51 5
453 1007.78 822.34 5
453 1007.34 820.02 5
453 1009.04 819.76 5
454 1026.12 818.14 5
454 1025.03 812.62 5
454 1008.95 815.88 5
454 1010.04 821.4 5
454 1026.12 818.14 5
455 1031.5 816.46 5
455 1029.03 801.65 5
455 1024.3 802.43 5
455 1026.77 817.24 5
455 1031.5 816.46 5
456 1052.61 812.63 5
456 1049.75 797.28 5
456 1029.2 800.76 5
456 1032.06 816.11 5
456 1052.61 812.63 5
457 1062.41 804.97 5
457 1060.52 794.25 5
457 1053.42 795.53 5
457 1053.86 797.96 5
457 1050.83 798.47 5
457 1053.26 812.06 5
457 1057.72 811.29 5
457 1056.82 805.99 5
457 1062.41 804.97 5
458 1024.63 811.74 5
458 1022.8 803.57 5
458 1008.43 806.69 5
458 1010.25 814.85 5
458 1024.63 811.74 5
459 1000.31 816.75 5
459 999.08 809.57 5
459 994.82 810.22 5
459 996.05 817.41 5
459 1000.31 816.75 5
460 1007.64 805.48 5
460 1005.25 797.66 5
460 992.6 801.51 5
460 994.99 809.33 5
460 1007.64 805.48 5
461 1025.69 801.18 5
461 1024.44 793 5
461 1007.77 795.61 5
461 1009.02 803.79 5
461 1025.69 801.18 5
462 1033.27 799.78 5
462 1032 791.26 5
462 1027.36 791.93 5
462 1028.62 800.44 5
462 1033.27 799.78 5
463 1143.1 889.25 5
463 1140.39 876.34 5
463 1105.77 883.59 5
463 1108.48 896.51 5
463 1143.1 889.25 5
464 1102.61 875.35 5
464 1097.97 857.26 5
464 1085.87 860.32 5
464 1090.52 878.41 5
464 1102.61 875.35 5
465 1126.58 867.79 5
465 1124.71 857.96 5
465 1100.58 862.53 5
465 1102.44 872.36 5
465 1126.58 867.79 5
466 1124.65 851.64 5
466 1122.05 842.83 5
466 1097.5 850.07 5
466 1100.1 858.88 5
466 1124.65 851.64 5
467 1053.94 887.26 5
467 1090.06 879.08 5
467 1088.66 872.79 5
467 1049.7 881.7 5
467 1050.67 886.01 5
467 1053.51 885.38 5
467 1053.94 887.26 5
468 1088.17 872.25 5
468 1085.82 861.99 5
468 1059.34 867.94 5
468 1058.7 865.29 5
468 1054.92 866.16 5
468 1056.22 872.23 5
468 1051.77 873.22 5
468 1053.37 880.06 5
468 1088.17 872.25 5
469 1173.19 853.04 66
469 1173.46 848.82 66
469 1189.75 849.76 66
469 1190.51 834.88 66
469 1174.42 834.04 66
469 1174.68 829.38 66
469 1158.77 828.43 66
469 1158.5 832.87 66
469 1155.17 832.61 66
469 1154.66 842.39 66
469 1151.23 842.14 66
469 1150.97 847.25 66
469 1154.12 847.39 66
469 1153.85 851.95 66
469 1173.19 853.04 66
470 1221.38 852.23 66
470 1221.09 848.24 66
470 1237.59 846.41 66
470 1238.48 851.6 66
470 1248.71 849.92 66
470 1247.93 845.16 66
470 1265.76 843.19 66
470 1266.26 847.94 66
470 1287.59 845.55 66
470 1285.4 826.64 66
470 1282.18 826.94 66
470 1281.34 820.08 66
470 1261.8 822.32 66
470 1262.79 831.06 66
470 1246.38 832.89 66
470 1245.9 828.91 66
470 1236.13 830.03 66
470 1236.75 835.56 66
470 1220.63 837.38 66
470 1219.89 831.08 66
470 1210.41 832.08 66
470 1210.76 834.51 66
470 1200.51 835.64 66
470 1201.11 840.4 66
470 1198.64 840.68 66
470 1199.25 845.77 66
470 1200.39 845.63 66
470 1200.99 850.5 66
470 1211.23 849.36 66
470 1211.51 853.02 66
470 1221.38 852.23 66
471 1021.14 1780.12 27
471 1015.18 1766.41 27
471 964.01 1788.4 27
471 969.97 1802.12 27
471 1021.14 1780.12 27
472 1067.41 1775 15
472 1049.35 1775.22 15
472 1049.54 1786.75 15
472 1067.7 1786.53 15
472 1067.76 1788.85 15
472 1085.91 1788.63 15
472 1085.72 1777.21 15
472 1067.47 1777.44 15
472 1067.41 1775 15
473 1105.87 1769.29 5
473 1100.02 1759.67 5
473 1084.1 1769.38 5
473 1089.95 1779 5
473 1105.87 1769.29 5
474 1129.26 1750.31 5
474 1123.97 1744.23 5
474 1105.18 1760.66 5
474 1110.47 1766.74 5
474 1129.26 1750.31 5
475 1002.93 1537.76 18
475 996 1526.84 18
475 995.1 1525.09 18
475 913.81 1570.65 18
475 903.5 1576.45 18
475 903.03 1576.68 18
475 912.99 1594.41 18
475 1005.62 1542.47 18
475 1002.93 1537.76 18
476 996 1526.84 18
476 1002.93 1537.76 18
476 1008 1534.98 18
476 1001.26 1524.27 18
476 996 1526.84 18
477 992.22 1512.73 18
477 984.07 1498.95 18
477 948.66 1519.78 18
477 956.8 1533.56 18
477 992.22 1512.73 18
478 955.17 1506.86 15
478 960.32 1503.52 15
478 959.33 1502.1 15
478 968.12 1496.23 15
478 962.69 1488.27 15
478 953.81 1494.25 15
478 950.94 1489.99 15
478 943.56 1494.94 15
478 950.67 1505.42 15
478 953.1 1503.81 15
478 955.17 1506.86 15
479 979.05 1458.36 15
479 973.63 1443.63 15
479 928.69 1459.91 15
479 934.1 1474.65 15
479 979.05 1458.36 15
480 969.16 1428.54 15
480 964.74 1415.33 15
480 920.14 1430.27 15
480 924.56 1443.48 15
480 969.16 1428.54 15
481 958.03 1402.07 15
481 954.42 1391.07 15
481 910.66 1405.43 15
481 914.27 1416.44 15
481 958.03 1402.07 15
482 997.85 1442.27 18
482 990.43 1419.59 18
482 979.49 1423.19 18
482 966.28 1382.35 18
482 958.17 1384.98 18
482 971.99 1427.69 18
482 973.98 1427.2 18
482 981.37 1448.54 18
482 997.85 1442.27 18
483 997.85 1442.27 18
483 981.37 1448.54 18
483 985.99 1461.97 18
483 1005.67 1454.5 18
483 1006.29 1456.26 18
483 1011.19 1454.7 18
483 1006.24 1439.62 18
483 997.85 1442.27 18
484 1010.63 1518.83 18
484 1039.43 1503.49 18
484 1023.26 1473.16 18
484 1023.06 1472.83 18
484 997.82 1486.31 18
484 994.82 1487.93 18
484 1010.44 1518.95 18
484 1010.63 1518.83 18
485 1039.43 1503.49 18
485 1010.63 1518.83 18
485 1017.51 1531.53 18
485 1046.41 1515.97 18
485 1039.43 1503.49 18
486 1180.95 1568.16 21
486 1179.85 1565.97 21
486 1162.67 1574.7 21
486 1165.06 1579.19 21
486 1158.3 1582.68 21
486 1164.6 1594.84 21
486 1172.1 1590.67 21
486 1176.97 1598.98 21
486 1180.18 1597.79 21
486 1184.17 1605.24 21
486 1196.75 1598.83 21
486 1180.95 1568.16 21
487 1184.17 1605.24 21
487 1180.18 1597.79 21
487 1176.97 1598.98 21
487 1172.1 1590.67 21
487 1164.6 1594.84 21
487 1172.9 1611.05 21
487 1184.17 1605.24 21
488 1217.6 1573.59 21
488 1202.95 1547.11 21
488 1197.7 1550.01 21
488 1194.51 1544.32 21
488 1185.42 1549.31 21
488 1203.16 1581.48 21
488 1217.6 1573.59 21
489 1217.6 1573.59 21
489 1203.16 1581.48 21
489 1207.84 1590.02 21
489 1222.28 1582.01 21
489 1217.6 1573.59 21
490 1180.95 1568.16 21
490 1183.77 1566.76 21
490 1177.21 1555.72 21
490 1151.04 1569.77 21
490 1158.3 1582.68 21
490 1165.06 1579.19 21
490 1162.67 1574.7 21
490 1179.85 1565.97 21
490 1180.95 1568.16 21
491 1176.22 1520.25 21
491 1143.21 1538.69 21
491 1150.98 1552.58 21
491 1183.99 1534.26 21
491 1176.22 1520.25 21
492 1150.98 1552.58 21
492 1143.21 1538.69 21
492 1176.22 1520.25 21
492 1175.02 1518.17 21
492 1135.83 1540.2 21
492 1144.8 1556.17 21
492 1150.98 1552.58 21
493 1123.43 1474.61 5
493 1118.24 1465.09 5
493 1100.04 1474.96 5
493 1105.23 1484.48 5
493 1123.43 1474.61 5
494 1136.59 1468.75 5
494 1132.94 1459.74 5
494 1124.19 1463.28 5
494 1127.84 1472.29 5
494 1136.59 1468.75 5
495 1132.08 1455.99 5
495 1127.39 1447.12 5
495 1119.23 1451.42 5
495 1120.93 1454.71 5
495 1113.79 1458.43 5
495 1116.79 1464.02 5
495 1132.08 1455.99 5
496 1149.69 1460.45 5
496 1146 1453.44 5
496 1135.67 1458.79 5
496 1139.37 1465.8 5
496 1149.69 1460.45 5
497 1109.94 1460.08 5
497 1104.96 1451.21 5
497 1089.3 1459.91 5
497 1094.28 1468.78 5
497 1109.94 1460.08 5
498 1124.15 1446.87 5
498 1120.68 1441.07 5
498 1106.81 1449.28 5
498 1110.29 1455.08 5
498 1124.15 1446.87 5
499 1087.76 1451.63 5
499 1100.59 1443.89 5
499 1094.73 1434.27 5
499 1079.84 1443.28 5
499 1083.71 1449.73 5
499 1085.77 1448.46 5
499 1087.76 1451.63 5
500 1079.72 1434.85 5
500 1092.08 1427.23 5
500 1086.43 1418.05 5
500 1071.35 1427.29 5
500 1074.92 1433.08 5
500 1077.54 1431.36 5
500 1079.72 1434.85 5
501 1106.38 1353.68 5
501 1108.46 1349.42 5
501 1108.73 1348.85 5
501 1093.14 1341.24 5
501 1081.56 1364.82 5
501 1086.67 1367.36 5
501 1092.18 1356.13 5
501 1102.68 1361.31 5
501 1106.38 1353.68 5
502 1063.96 1372.01 5
502 1059.04 1369.02 5
502 1052.55 1379.49 5
502 1057.48 1382.48 5
502 1063.96 1372.01 5
503 1088.29 1345.24 5
503 1071.84 1337.87 5
503 1069.14 1343.82 5
503 1085.59 1351.3 5
503 1088.29 1345.24 5
504 1091.27 1338.74 5
504 1079.41 1332.26 5
504 1076.4 1337.65 5
504 1088.26 1344.13 5
504 1091.27 1338.74 5
505 1059.01 1341.62 5
505 1052.14 1333.36 5
505 1048.23 1336.56 5
505 1051.36 1340.25 5
505 1042.89 1347.22 5
505 1046.71 1351.79 5
505 1059.01 1341.62 5
506 1073.29 1331.07 5
506 1068.98 1322.52 5
506 1053.49 1330.22 5
506 1057.79 1338.77 5
506 1073.29 1331.07 5
507 1121.02 1383.39 5
507 1119.94 1370.77 5
507 1117.85 1348.52 5
507 1108.46 1349.42 5
507 1106.38 1353.68 5
507 1109.54 1388.32 5
507 1121.4 1387.26 5
507 1121.02 1383.39 5
508 1128.5 1411.93 5
508 1127.59 1406.08 5
508 1119.53 1407.27 5
508 1120.44 1413.13 5
508 1128.5 1411.93 5
509 1126.59 1404.44 5
509 1125.18 1397.48 5
509 1117.42 1399 5
509 1118.84 1405.96 5
509 1126.59 1404.44 5
510 1136.43 1394.99 5
510 1134.75 1388.71 5
510 1128.05 1390.54 5
510 1129.73 1396.82 5
510 1136.43 1394.99 5
511 1181.16 1388.59 5
511 1176.84 1376.05 5
511 1139.89 1388.7 5
511 1144.2 1401.24 5
511 1181.16 1388.59 5
512 1216.33 1376.76 5
512 1211.98 1366.55 5
512 1180.36 1379.84 5
512 1184.71 1390.05 5
512 1216.33 1376.76 5
513 1159.38 1407.42 5
513 1155.94 1399.18 5
513 1145.12 1403.66 5
513 1148.56 1411.89 5
513 1159.38 1407.42 5
514 1163.72 1432.16 5
514 1202.48 1415.58 5
514 1203.28 1417.44 5
514 1213.73 1412.98 5
514 1208.67 1401.12 5
514 1197.66 1405.82 5
514 1197.26 1405.06 5
514 1159.07 1421.4 5
514 1163.72 1432.16 5
515 1163.18 1433.39 5
515 1157.15 1420.78 5
515 1144.84 1426.62 5
515 1150.87 1439.23 5
515 1163.18 1433.39 5
516 1160.05 1445 5
516 1156.96 1439.31 5
516 1148.89 1443.72 5
516 1151.98 1449.41 5
516 1160.05 1445 5
517 1240.35 1424.31 5
517 1234.75 1413.35 5
517 1204.34 1428.95 5
517 1205.22 1430.26 5
517 1163.64 1451.46 5
517 1168.44 1461.1 5
517 1240.35 1424.31 5
518 1167.8 1462.11 5
518 1161.84 1452.05 5
518 1156.13 1455.41 5
518 1162.09 1465.47 5
518 1167.8 1462.11 5
519 1204.29 1352.2 5
519 1200.43 1342.31 5
519 1171.42 1353.55 5
519 1175.29 1363.44 5
519 1204.29 1352.2 5
520 1170.98 1365.87 5
520 1166.49 1354 5
520 1132.01 1366.82 5
520 1136.5 1378.69 5
520 1170.98 1365.87 5
521 1163.51 1341.43 5
521 1159.12 1329.67 5
521 1123.13 1342.96 5
521 1127.52 1354.72 5
521 1163.51 1341.43 5
522 1119.94 1370.77 5
522 1121.02 1383.39 5
522 1133.27 1378.88 5
522 1129.85 1367.76 5
522 1119.94 1370.77 5
523 1194.9 1338.12 5
523 1192.66 1332.19 5
523 1176.46 1338.24 5
523 1178.7 1344.17 5
523 1194.9 1338.12 5
524 1192.54 1331.3 5
524 1190.61 1326.36 5
524 1173.94 1332.75 5
524 1175.78 1337.7 5
524 1192.54 1331.3 5
525 1200.94 1336.31 5
525 1198.61 1330.49 5
525 1193.34 1332.61 5
525 1195.67 1338.33 5
525 1200.94 1336.31 5
526 1180.75 1327.71 5
526 1175.32 1315.75 5
526 1167.41 1319.15 5
526 1172.67 1331.23 5
526 1180.75 1327.71 5
527 1175.32 1315.75 5
527 1180.75 1327.71 5
527 1190.54 1323.48 5
527 1185.29 1311.4 5
527 1175.32 1315.75 5
528 1168.78 1316.9 5
528 1164.13 1306.03 5
528 1151.72 1311.32 5
528 1156.65 1322.08 5
528 1168.78 1316.9 5
529 1175.86 1303.42 5
529 1173.96 1299.59 5
529 1164.28 1304.26 5
529 1169.7 1315.33 5
529 1174.58 1312.99 5
529 1171.07 1305.76 5
529 1175.86 1303.42 5
530 1192.25 1304.8 5
530 1189.23 1298 5
530 1175.97 1303.97 5
530 1178.99 1310.67 5
530 1192.25 1304.8 5
531 1203.86 1301.53 5
531 1198.71 1289.45 5
531 1189.68 1293.33 5
531 1194.83 1305.4 5
531 1203.86 1301.53 5
532 1233.88 1292.48 5
532 1230.3 1282.81 5
532 1219.47 1286.73 5
532 1223.04 1296.41 5
532 1233.88 1292.48 5
533 1234.69 1279.6 5
533 1232.54 1273.66 5
533 1225.76 1276.04 5
533 1224.73 1273.18 5
533 1215.03 1276.63 5
533 1218.2 1285.54 5
533 1234.69 1279.6 5
534 1243.1 1288.6 5
534 1240.19 1278.91 5
534 1234.05 1280.72 5
534 1236.96 1290.41 5
534 1243.1 1288.6 5
535 1216.75 1262.06 5
535 1219.69 1269.42 5
535 1224.58 1267.31 5
535 1220.54 1257.87 5
535 1215.84 1259.87 5
535 1216.75 1262.06 5
536 1219.69 1269.42 5
536 1216.75 1262.06 5
536 1211.85 1264.07 5
536 1214.99 1271.42 5
536 1219.69 1269.42 5
537 1185.91 1298.41 5
537 1182.98 1291.83 5
537 1174.14 1295.7 5
537 1177.07 1302.28 5
537 1185.91 1298.41 5
538 1164.37 1304.03 5
538 1162.13 1298.43 5
538 1158.18 1299.97 5
538 1160.41 1305.57 5
538 1164.37 1304.03 5
539 1093.87 1310.06 5
539 1090.94 1307.02 5
539 1086.11 1311.57 5
539 1089.04 1314.61 5
539 1093.87 1310.06 5
540 1111.6 1285.56 5
540 1104.45 1277.52 5
540 1100.08 1281.51 5
540 1101.75 1283.36 5
540 1095.15 1289.28 5
540 1106.89 1302.53 5
540 1115.54 1294.89 5
540 1109.18 1287.73 5
540 1111.6 1285.56 5
541 1166.57 1281.91 5
541 1161.68 1272.82 5
541 1155.67 1276.07 5
541 1160.56 1285.16 5
541 1166.57 1281.91 5
542 1194.34 1267.26 5
542 1191.83 1261.78 5
542 1177.73 1268.22 5
542 1180.24 1273.7 5
542 1194.34 1267.26 5
543 1212.96 1251.51 5
543 1207.43 1243.21 5
543 1188.44 1255.87 5
543 1193.98 1264.16 5
543 1212.96 1251.51 5
544 1173.21 1255.24 5
544 1166.06 1247.09 5
544 1159.46 1252.91 5
544 1166.61 1261.05 5
544 1173.21 1255.24 5
545 1181.55 1246.61 5
545 1176.74 1240.73 5
545 1168.26 1247.59 5
545 1173.07 1253.47 5
545 1181.55 1246.61 5
546 1187.34 1242.47 5
546 1183.02 1237.03 5
546 1178.27 1240.81 5
546 1182.59 1246.25 5
546 1187.34 1242.47 5
547 1193.4 1241.22 5
547 1187.13 1234.05 5
547 1183.59 1237.13 5
547 1189.86 1244.3 5
547 1193.4 1241.22 5
548 1204.64 1234.63 5
548 1195.37 1225.42 5
548 1187.31 1233.49 5
548 1196.57 1242.7 5
548 1204.64 1234.63 5
549 1195.21 1222.87 5
549 1189.26 1216.92 5
549 1177.21 1228.96 5
549 1183.16 1234.92 5
549 1195.21 1222.87 5
550 1179.81 1234 5
550 1175.5 1229.12 5
550 1170.2 1233.79 5
550 1174.5 1238.68 5
550 1179.81 1234 5
551 1176.7 1224.1 5
551 1171.99 1218.44 5
551 1166.41 1223.23 5
551 1171.11 1228.78 5
551 1176.7 1224.1 5
552 1177.13 1222.09 5
552 1187.05 1212.2 5
552 1179.05 1204.07 5
552 1167.31 1213.67 5
552 1170.16 1217.27 5
552 1171.46 1216.24 5
552 1177.13 1222.09 5
553 1166.79 1245.74 5
553 1163.36 1241.72 5
553 1157.12 1247.08 5
553 1160.55 1251.11 5
553 1166.79 1245.74 5
554 1126.26 1241.17 5
554 1118.74 1233.25 5
554 1109.08 1242.36 5
554 1116.6 1250.28 5
554 1126.26 1241.17 5
555 1120.02 1257.74 5
555 1114.01 1249.56 5
555 1108.6 1253.58 5
555 1114.61 1261.75 5
555 1120.02 1257.74 5
556 1112.56 1248.49 5
556 1108.45 1243.82 5
556 1102.77 1248.83 5
556 1106.89 1253.51 5
556 1112.56 1248.49 5
557 1135.44 1231.85 5
557 1128.01 1224.16 5
557 1118.92 1232.92 5
557 1126.34 1240.61 5
557 1135.44 1231.85 5
558 1115.31 1225.68 5
558 1108.66 1214.64 5
558 1098.82 1220.53 5
558 1105.47 1231.58 5
558 1115.31 1225.68 5
559 1100.65 1228.7 5
559 1096.15 1220.04 5
559 1090.23 1223.07 5
559 1094.73 1231.72 5
559 1100.65 1228.7 5
560 1131.21 1264.01 5
560 1124.58 1257.52 5
560 1119.86 1262.4 5
560 1126.49 1268.9 5
560 1131.21 1264.01 5
561 1110.42 1265.18 5
561 1105.73 1260.41 5
561 1097.38 1268.49 5
561 1102.06 1273.25 5
561 1110.42 1265.18 5
562 1099.03 1273.66 5
562 1092.88 1267.6 5
562 1084.45 1276.12 5
562 1090.59 1282.18 5
562 1099.03 1273.66 5
563 1097.5 1254.73 5
563 1090.96 1248.01 5
563 1086.79 1252.1 5
563 1093.33 1258.82 5
563 1097.5 1254.73 5
564 1075.6 1260.8 5
564 1071.78 1256.57 5
564 1067.87 1260.1 5
564 1071.69 1264.33 5
564 1075.6 1260.8 5
565 1138.79 1202.82 5
565 1135.57 1192.25 5
565 1115.29 1198.51 5
565 1114.97 1197.41 5
565 1092.04 1204.5 5
565 1095.57 1216.06 5
565 1138.79 1202.82 5
566 1072.55 1227.15 5
566 1067.75 1214.07 5
566 1048.07 1221.86 5
566 1049.9 1226.48 5
566 1051.63 1230.98 5
566 1053.16 1234.72 5
566 1072.55 1227.15 5
567 1067.75 1214.07 5
567 1072.55 1227.15 5
567 1091.67 1219.6 5
567 1086.58 1206.63 5
567 1067.75 1214.07 5
568 1024.22 1248.5 5
568 1018.79 1240.76 5
568 1012.72 1245.01 5
568 1018.14 1252.75 5
568 1024.22 1248.5 5
569 1018.79 1240.76 5
569 1024.22 1248.5 5
569 1034.12 1241.61 5
569 1028.69 1233.86 5
569 1018.79 1240.76 5
570 1051.63 1230.98 5
570 1049.9 1226.48 5
570 1045.89 1222.02 5
570 1031.48 1235.02 5
570 1038.53 1242.83 5
570 1051.63 1230.98 5
571 1051.57 1250.84 5
571 1031.78 1246.88 5
571 1029.51 1258.36 5
571 1049.29 1262.32 5
571 1051.57 1250.84 5
572 1058.57 1272.08 5
572 1037.62 1267.15 5
572 1035.05 1278.19 5
572 1056 1283.13 5
572 1058.57 1272.08 5
573 1066.72 1293.29 5
573 1045.83 1286.92 5
573 1042.49 1297.98 5
573 1063.39 1304.36 5
573 1066.72 1293.29 5
574 1058.98 1314.34 5
574 1054.53 1311.23 5
574 1048.02 1320.7 5
574 1052.47 1323.81 5
574 1058.98 1314.34 5
575 1055.43 1309.43 5
575 1046.86 1301.54 5
575 1036.87 1312.32 5
575 1045.44 1320.21 5
575 1055.43 1309.43 5
576 994.9 1303.45 5
576 944.03 1266.4 5
576 937.05 1276 5
576 987.91 1313.05 5
576 994.9 1303.45 5
577 1039.29 1325.35 5
577 1035.92 1316.33 5
577 1019.44 1322.39 5
577 1001.66 1311.5 5
577 995.88 1319.85 5
577 1016.21 1334 5
